LABEL,Haplogroup,PC1,PC2
A. torrentium - SB,SB,9.225928235705265,5.122274153036621
A. torrentium - SB,SB,-12.64829535881612,0.3967199334535818
A. torrentium - SB,SB,-7.398245763421979,-2.4093263717387234
A. torrentium - SB,SB,-7.700702011415172,1.9227223767656352
A. torrentium - CSE,CSE,-3.9105990203462113,-3.024100849051141
A. torrentium - SB,SB,1.8992709621410278,-1.6923626916564407
A. torrentium - SB,SB,4.860338109536611,-4.354001367954373
A. torrentium - SB,SB,5.378020623991552,-4.555659614895771
A. torrentium - SB,SB,10.591008772356037,-5.596530278923975
A. torrentium - SB,SB,7.100927360872489,6.719280128109218
A. torrentium - SB,SB,-1.8673854779755996,2.0495810674728303
A. torrentium - SB,SB,-6.203218190263765,-1.3296173594954963
A. torrentium - SB,SB,2.322194158482042,-3.0406961371761376
A. torrentium - SB,SB,-4.0921652240844955,-1.2161123795798048
A. torrentium - SB,SB,-10.253714970431107,1.5589629635322686
A. torrentium - CSE,CSE,-12.53881092898634,1.6639260075109126
A. torrentium - SB,SB,2.018696677295104,-0.8495799692975993
A. torrentium - SB,SB,-0.4594589108161094,-0.9393363216392216
A. torrentium - SB,SB,1.2560179325296954,-0.49874228683875993
A. torrentium - SB,SB,3.0786136702997053,-7.043380047554948
A. torrentium - CSE,CSE,2.182940049475714,-0.8761459070199064
A. torrentium - SB,SB,6.67205412342382,-7.372706544612875
A. torrentium - SB,SB,-2.7781371548867866,-1.084270067903299
A. torrentium - SB,SB,-2.921441350405862,-3.2143260260898754
A. torrentium - SB,SB,-8.837301356630354,-1.9873462620798996
A. torrentium - NCD,LD,2.0640754305903712,0.41204814988399635
A. torrentium - CSE,CSE,11.446679510519177,-6.945194562824516
A. torrentium - CSE,CSE,-12.03094119032428,4.9723905951927
A. torrentium - SB,SB,-5.243770720240723,1.1356155067682931
A. torrentium - SB,SB,-6.316699947665918,2.182012574145384
A. torrentium - CSE,CSE,1.545961310416861,-2.8810259026713503
A. torrentium - CSE,CSE,-0.19378684177913297,-3.51439924742295
A. torrentium - CSE,CSE,4.321543544930864,-3.188405780283869
A. torrentium - CSE,CSE,-3.7074069976458035,-1.6718472779558926
A. torrentium - CSE,CSE,2.596360385341502,-5.509727895090459
A. torrentium - CSE,CSE,-3.8513978802358437,-1.2251756460993062
A. torrentium - CSE,CSE,-4.164173757552209,-1.0241121766340526
A. torrentium - CSE,CSE,-5.631798333786434,-0.36455198718681686
A. torrentium - CSE,CSE,-0.5982748155058853,-2.8553945167416668
A. torrentium - CSE,CSE,-5.797243691591867,-2.6698711149831555
A. bihariensis,AUB,0.8540937078447866,0.8794258856901345
A. torrentium - CSE,CSE,-1.860668199642523,-5.516338915755578
A. torrentium - CSE,CSE,-3.0213689928841516,-2.446535408864105
A. torrentium - CSE,CSE,-1.708803503229265,-4.346370309938379
A. torrentium - CSE,CSE,-2.216469083122465,-2.3662178231541846
A. torrentium - CSE,CSE,8.381395715570271,-4.694538714014453
A. torrentium - CSE,CSE,6.739152198837768,-4.011313596590088
A. torrentium - CSE,CSE,8.424909145801601,3.7995465459296036
A. torrentium - CSE,CSE,7.57730434312081,-2.951149980486181
A. torrentium - CSE,CSE,-1.621204967273154,-3.3936143144406272
A. torrentium - CSE,CSE,-2.6270807188550096,-2.8933354902526234
A. torrentium - CSE,CSE,-0.7497641929104422,-5.7339639628718
A. torrentium - CSE,CSE,-6.287455816052457,-2.6879504693297847
A. torrentium - CSE,CSE,4.921912605262456,2.1757265915526203
A. torrentium - CSE,CSE,-10.512762640167818,-0.777519669757956
A. torrentium - CSE,CSE,-2.3759307819782904,-4.819398980314483
A. torrentium - CSE,CSE,-6.638696938431364,-2.857383884751359
A. torrentium - CSE,CSE,-4.760014927462422,-3.48399547219161
A. torrentium - CSE,CSE,-4.187408719476239,-2.5062635168338856
A. torrentium - CSE,CSE,0.8957571273964045,-6.396996788400272
A. torrentium - CSE,CSE,0.8716888387801037,-4.1712744282790455
A. torrentium - CSE,CSE,3.9189136538325386,-6.273110411368067
A. torrentium - CSE,CSE,-1.1889426995044865,-5.791268575752706
A. torrentium - CSE,CSE,-2.7584341499523215,-3.891641571677091
A. torrentium - CSE,CSE,-3.7233178934369073,-3.6633663500886184
A. torrentium - CSE,CSE,-5.850930213651365,-3.880165004636832
A. torrentium - CSE,CSE,-11.740238683647682,-3.1148486447093635
A. torrentium - CSE,CSE,-6.477147041658634,-1.6020513108939876
A. torrentium - CSE,CSE,2.3889437133943527,-6.322057545934461
A. torrentium - CSE,CSE,-1.9329868916607058,-4.150530599323448
A. torrentium - CSE,CSE,4.547878249842898,-3.1802080431787756
A. torrentium - CSE,CSE,-8.386578315073525,-2.734517321170014
A. torrentium - CSE,CSE,-3.3004436786459843,-3.0959923191067027
A. torrentium - CSE,CSE,-0.6878980401097798,-4.857034247921402
A. torrentium - CSE,CSE,-1.2803442444774351,-5.861561866245396
A. torrentium - CSE,CSE,-2.0538194103986616,-5.732972120588426
